item,title,year,genres,plot
56152,enchanted,2007,Adventure|Animation|Children|Comedy|Fantasy|Musical|Romance,"In the animated fairy tale kingdom of Andalasia, the evil Queen Narissa schemes to protect her claim to the throne, which she will lose once her stepson, Prince Edward, finds his true love and marries her. She enlists her loyal henchman Nathaniel to keep Edward distracted. Giselle, a young woman, dreams of meeting a prince and experiencing a ""happy ever after"". Edward hears Giselle singing and sets off to find her. Nathaniel sets free a captured troll to kill Giselle, but Edward rescues her in time. When they meet, they instantly fall in love and plan to get married the following day.
Disguised as an old hag, Narissa intercepts Giselle on her way to the wedding and pushes her into a well, where she is magically transformed into a 3D live-action version of herself and transported to a manhole in New York City's Times Square. Giselle quickly becomes lost. Meanwhile, Robert, a divorce lawyer, prepares to propose to his longtime girlfriend Nancy, much to the dismay of his daughter Morgan. Robert and Morgan encounter Giselle on their way home, and Robert begrudgingly allows Giselle to stay the night at their apartment at the insistence of Morgan, who trusts Giselle.
Pip, Giselle's best chipmunk friend from Andalasia, had witnessed Giselle's exile and alerted Edward thereafter, and both embark on a rescue mission to the city, where they too are turned into 3D live-action versions, but Pip is instead in the form of a real chipmunk – therefore losing the ability to speak. Narissa sends Nathaniel to follow and impede Edward. In a restaurant, Narissa appears to Nathaniel in a soup pot and gives him three poisoned apples to murder Giselle. Pip eavesdrops but is unable to communicate with Edward, as animals cannot speak outside of Andalasia. Nathaniel keeps Pip silenced by detaining him in various containers. Meanwhile, after Giselle summons vermin to clean Robert's apartment, Nancy arrives to take Morgan to school. She meets Giselle and leaves assuming Robert was unfaithful. Robert is initially upset but spends the day with Giselle, knowing she is vulnerable in the city. Giselle questions Robert about his relationship with Nancy and helps the pair reconcile by sending Nancy an invitation to the ""King and Queen's Costume Ball"" at the Woolworth Building.
Edward locates Giselle at Robert's apartment. While Edward is eager to take Giselle home to Andalasia and finally marry, she says that they should first go on a date to get to know each other, still conflicted about her feelings. Giselle promises to return to Andalasia after ending their date at the ball, which Robert and Nancy also attend. Narissa, who has been spying from Andalasia, decides to follow and kill Giselle herself after Nathaniel failed to poison her twice. Robert and Giselle share a dance with each other and look into one another's eyes, romantically. Giselle and Edward then prepare to leave, but Giselle feels sorrow at leaving Robert behind. Narissa appears as the old hag and offers the last poisoned apple to Giselle, promising ""sweet dreams and happy endings."" Giselle takes a bite and is rendered unconscious.
Narissa attempts to escape with Giselle's body but is stopped by Edward. Nathaniel, realizing Narissa was using him and never loved him, reveals her plot. Robert realizes that true love's kiss is the only force powerful enough to break the apple's spell. After Edward's kiss fails to wake Giselle, he prompts Robert to do so instead. When Robert kisses her just as the clock strikes twelve, Giselle awakens and the whole crowd cheers. Narissa furiously transforms into a giant blue dragon and takes Robert hostage. Giselle takes Edward's sword and pursues Narissa to the top of the building. Pip, who was freed by Edward, helps Giselle send Narissa falling to her death.
A happy new life unfolds for everyone, showing Edward and Nancy marrying in Andalasia; Giselle running a successful fashion business and forming a happy family with Robert and Morgan; while Nathaniel and Pip each become successful authors about their personal experiences in the real world."
56156,hitman,2007,Action|Crime|Thriller,"At a remote compound, a group of young boys are receiving tattoos of bar codes on the back of their shaved heads; men observe, direct, and coordinate the training of the boys in firearms, unarmed combat, stamina and strength. The boys are trained from an early age to be professional, international hitmen-for-hire.
Interpol agent Mike Whittier (Dougray Scott) arrives home and is met at gunpoint by Agent 47. The two talk about 47's life as a professional hitman, working for a mysterious paramilitary group known simply as the Organization.
Three months prior, 47 (Timothy Olyphant) is completing a hit on a Nigerian warlord named Bwana Ovie, force-feeding one of his prisoners with plastic explosives. He remotely detonates the bomb, killing Ovie and three of his men. In a change of plans, 47 is told by his Organization contact, Diana Burnwood, that he is to kill his next target, Russian President Mikhail Belicoff (Ulrich Thomsen), publicly instead of privately. He completes his mission, but before he can leave Russia, he is contacted by his employers. They tell him that there is a witness to the assassination and order him to intercept and kill her. When 47 realizes she has never seen him before, he does not shoot her, instead, he narrowly avoids an assassination attempt on himself, attempted by another Agent.
His employers reveal his location to agents of the FSB, who make plans to intercept him. As he is about to be taken, Diana calls to warn him and tells him that Belicoff himself ordered the hit. After he escapes from the hotel, 47 intercepts Nika (Olga Kurylenko), Belicoff's mistress, the woman who supposedly witnessed his hit. He interrogates her about Belicoff and discovers that Belicoff had a body double, who ordered the hit on the real Belicoff so that he could take his place as the president of Russia. 47 was to be killed after the hit to ensure total secrecy.
As Nika and 47 attempt to take a train further into Russia, they are intercepted by more Organization Agents. 47 kills four of them. Whittier attempts to arrest 47, and 47 wounds and knocks his partner (Michael Offei) unconscious, but is persuaded by Nika not to kill Whittier.
FSB Agent Yuri Marklov (Robert Knepper) orders Interpol to leave the country. 47 contacts CIA officer Carlton Smith to offer him a deal. 47 will kill Udre Belicoff, Mikhail's brother (an arms dealer and human trafficker), in exchange for a favor. Agent Smith informs 47 that Udre had been planning something with a German arms dealer named Price. Intercepting him could lead 47 to Udre.
47 and Nika travel to Istanbul, where 47 abducts Price in order to pose as Price at a meeting with Udre. 47 kills Udre's bodyguards and then Udre, forcing Belicoff's double to attend Udre's public funeral. 47 kidnaps Marklov and forces him to order his own agents to shoot Belicoff's double as he delivers the eulogy. Disguised as a soldier, 47 kills Belicoff's double's guards and takes him into the archbishop's chamber in the church. 47 kills him and allows himself to be taken into custody by Interpol and Whittier.
Smith delivers on his end of the deal with 47. His operatives intercept the Interpol convoy that is transporting 47 to the airport, causing enough distraction that 47 escapes. The scene then flashes forward to the conversation between Whittier and 47 in Whittier's home. 47 suggests Whittier go along with his plan, saying that he will notify the police that he has killed the fake Agent 47, implying that Whittier will not survive if he does not. He also suggests that Whittier waits until after his daughters have gone to school, so they don't have to witness it.
Nika picks up an envelope from an undisclosed sender. Inside it, there are papers and a message saying that she now owns a vineyard, a dream of hers. 47 is watching her from afar, through the scope of a sniper rifle. He then looks at the corpse of another Organization Agent laying at his feet, tells the body that he warned the Organisation not to touch her, and then walks away."
56169,awake,2007,Drama|Thriller,"Young billionaire Clay Beresford, Jr. (Hayden Christensen) is in love with Samantha ""Sam"" Lockwood (Jessica Alba), his mother's personal assistant. Clay requires a heart transplant. Dr. Jack Harper (Terrence Howard) is Clay's heart surgeon and friend. Clay asks Dr. Harper to arrange his elopement with Sam. They marry privately at midnight, then Clay goes to the hospital for the operation. While Clay's mother, Lilith (Lena Olin), awaits completion of his surgery, Clay encounters anesthesia awareness.
The surgical pain causes Clay to have a clairvoyant experience exposing Dr. Harper's plot to murder Clay, also revealing that Sam worked at the hospital under Dr. Harper and has conspired with him against Clay. Sam's plan was to poison the donor heart by injecting Adriamycin to cause its rejection, thus murdering Clay to collect insurance money to pay off Dr. Harper's malpractice lawsuits. The scheme unravels and Lilith, realizing what has happened, sacrifices her own life so that Clay, who is close to death, can live. She commits suicide so her heart can be switched for the poisoned one, and save Clay. While Sam tries to get away with what she did, Dr. Harper feels guilty and he holds onto proof so she can be arrested too. Another surgical team takes over the operation, as Clay barely clings to life and the conspirators are arrested. The new team takes Lilith's heart and transplants it into Clay's body, as Clay and Lilith have their final moments together in spirit (out of body experience). The new head surgeon announces that Clay has come back to life, as the new team stitch Clay's wound. Clay, in spirit, is still in the afterlife with Lilith, tries to commit suicide to stay with his mother. Clay makes his new heart stop beating and the surgeons have to use the defibrillator in attempt to revive Clay. As Clay resists being revived, Lilith forces Clay (in the ""afterlife-world"") to revisit a scene from his childhood, when Lilith accidentally killed Clay's abusive father. This scene reveals the truth for Clay and connects his childhood flashbacks. After seeing this scene, Clay gives away to revival, and before the surgeons could shock his body again, Clay allows his new heart to begin beating. Clay opens his eyes when the surgeons remove the eye tapes while Harper ends his narratings with ""He is awake."""
56174,i am legend,2007,Action|Horror|Sci-Fi|Thriller|IMAX,"In 2009, a genetically re-engineered measles virus, originally created as a cure for cancer, turns into a lethal strain which kills 94% of those it infects, mutates 5% into predatory, nocturnal and vampiric mutants, who are extremely vulnerable to sunlight, with only 1% immune. Three years after the outbreak, US Army virologist Lieutenant Colonel Robert Neville (Will Smith) lives an isolated life in the deserted ruins of New York City, unsure if any other uninfected humans are left in the world.
Neville's daily routine includes experimentation on infected rats to find a cure to the virus and venturing through Manhattan to search for food and supplies. Also awaiting for potential human survivors each day for a response to his continuous recorded radio broadcasts, which instruct any uninfected survivors to meet him at midday at the South Street Seaport.
Flashbacks reveal that his wife (Salli Richardson) and daughter (Willow Smith) died in a helicopter accident during the chaotic evacuation of Manhattan, prior to the military-enforced quarantine of the island in 2009, in which Neville stays behind on the island as military personnel. Neville's loneliness is mitigated by the companionship of his German Shepherd Samantha aka Sam (given to him by his daughter Marley as a puppy to protect him before she died in the helicopter crash), interaction with mannequins he has set up as patrons at a video store, and recordings of old television broadcasts. At night, he barricades himself and Sam inside his heavily fortified Washington Square Park home to hide from the Darkseekers. One day, while waiting for survivors, Sam follows a deer into a dark building. Neville cautiously goes in after her and finds the deer's corpse along with Sam, but the building is infested by a colony of Darkseekers. Both manage to escape unharmed and the attacking Darkseekers are killed by the sunlight.
Neville finds a promising treatment derived from his own blood, so he sets a snare trap and captures a female Darkseeker from the colony building, while a male Darkseeker (termed ""Alpha Male"" in the script, and played by Dash Mihok)[6] tries to go after them, but is blocked by the sunlight and returns to the shadows. Back in his laboratory in the basement of his house, Neville treats the female without success. The next day, he is ensnared in a trap similar to the one he used to capture the female; by the time he manages to escape, the sun is setting and he is attacked by infected dogs. Neville and Sam manage to eliminate them, but Sam is bitten in the fight. Neville injects her with a strand of his serum, but when she shows signs of infection, Neville is forced to strangle her to death. Heartbroken and driven over the edge of insanity by his dog's death, he ventures out and suicidally attacks a group of Darkseekers the next night. He kills a large number of Darkseekers but the rest overwhelm him and he is nearly killed, but is rescued by a pair of immune survivors, Anna (Alice Braga) and a young boy named Ethan (Charlie Tahan), who have traveled from Maryland after hearing one of his broadcasts. They take the injured Neville back to his home, where Anna explains that they survived the outbreak aboard a Red Cross evacuation ship from São Paulo and are making their way to a survivors' camp in Bethel, Vermont. Neville angrily argues that no such survivors' camp exists.
Neville once again attempts to administer a potential cure to the infected woman in his laboratory, but the next night, a group of Darkseekers, who had followed Anna and Neville back the night before, attacks the house. Neville, Anna, and Ethan retreat into the basement laboratory, sealing themselves in with the female Darkseeker on which Neville has been experimenting. Discovering that the last treatment was successful, Neville tries to assess the situation as the alpha male deliberately rams himself against a glass door to break in. Neville draws a vial of blood from the woman he cured and gives it to Anna, before shutting her and Ethan inside a coal chute in the back of the lab. He then takes a grenade and kills the Darkseekers at the cost of his own life, saving the cure. The next day, before dusk, Anna and Ethan discover that her theory is right as they arrive at the survivors camp in Vermont. They are greeted by military officers and other human survivors before Anna is shown handing the cure to military personnel.
During the lab attack, the alpha male makes a butterfly-shaped smear on the glass. Neville realizes it is identifying the female which he was experimenting on by her butterfly tattoo and wants her back. Neville puts his gun down and returns the female. Neville and the alpha male stare at each other down as the former apologizes to the latter. The alpha male accepts it and the Darkseekers leave. Shocked, Neville looks over the pictures of his numerous test subjects and the implications of his research methods begin to dawn on him. Neville, Anna, and Ethan then drive to the survivors' camp in Vermont with the antidote."
56176,alvin and the chipmunks,2007,Children|Comedy,"The tree that the chipmunks Alvin, Simon, and Theodore live in is cut down, and driven to Los Angeles. After JETT Records purchases it as a Christmas tree, the Chipmunks meet the struggling songwriter and composer, David Seville, who has had his latest song rejected by the company's chief executive, Ian Hawke, his former college roommate and best friend, who claims that there is ""no sense in writing songs that no one is ever going to sing."" Dave also once had a relationship with his next door neighbor, Claire Wilson.
In the process of escaping the JETT building, the Chipmunks hop into a basket of muffins Dave stole from one of Ian's coworkers, and follow him home. Once there, Dave discovers the Chipmunks and kicks them out, only to hear them sing ""Only You (And You Alone)"". He then makes a deal with them; they sing the songs he writes, and he provides food and shelter for them. Unfortunately, when Dave tries to present the Chipmunks to Ian, they fail to sing to him on account of stage fright. The day worsens as Dave is dismissed as the Chipmunks ruin his job presentation by having drawn on it, thus getting him fired from his job. When Alvin tries to set the mood for Dave's dinner with Claire, things become peculiar, and she rejects Dave after he tells her about the Chipmunks. To make it up to Dave, the Chipmunks go to Ian in an attempt to obtain a record deal.
Once the Chipmunks sing Dave's song to Ian, Ian signs them to the label, and calls Dave the next day. After a few singles, the Chipmunks become an international success. When Dave expresses concern for their well-being and insists that the Chipmunks are ""children"" who do not need so much craziness in their lives, Ian convinces the Chipmunks that Dave is holding them back. After a misunderstanding with Dave, they go to live with Ian. They are enchanted with Ian at first, but once they set off on a nationwide coast-to-coast tour, he takes advantage of their naïvete, changing their image and working them constantly. Meanwhile, Dave misses the Chipmunks, and he wishes that they would return. He calls Ian and asks to talk to them, but Ian declines, and then conceals Dave's motives from the Chipmunks, saying that he sent Dave tickets, but that Dave sent them back. Later, the fact that the Chipmunks are becoming worn out is all over the news. Frustrated by what Ian has done to the Chipmunks, Dave decides to take matters himself by infiltrating their concert to reunite with them.
On the night before the big concert that is to transition the coast-to-coast tour into a world tour, a vet explains to Ian that the Chipmunks' voices have worn down due to exhaustion, and suggests that they should take a lengthy rest. Rather than cancel the concert and hand out refunds, Ian advises the Chipmunks to lip sync. With Claire's help, Dave is allowed into the concert, but is ejected by security. Witnessing the commotion, the Chipmunks realize that they've been tricked and, deciding that they have had enough of Ian, they stall the concert. Ian locks them in a cage and prepares to take them for the world tour. Dave tries to convince Ian to let the Chipmunks go, but Ian refuses. Ian then leaves in his limo with the Chipmunks, and Dave chases them, but the Chipmunks have already escaped to Dave's car. Dave immediately pulls over and admits that he loves them like his own family. Meanwhile, Ian looks in the cage, and is shocked to see that the Chipmunks have replaced themselves with international merchandising dolls.
Later that night, the Chipmunks are fully accepted as part of the family, and they invite Claire over for dinner again. Alvin accidentally creates a short circuit after having difficulty popping the cork of a champagne bottle. Though Dave decides not to say his catchphrase, the short circuit causes a blackout in the kitchen. As a result, Dave can no longer prevent it.
In a mid-credits scene, Ian, now unemployed, tries to make three squirrels sing ""Deck the Halls"", but fails. After this, a message says ""This film is dedicated to Ross Bagdasarian Sr., who was crazy enough to invent three singing chipmunks nearly fifty years ago""."
56274,margot at the wedding,2007,Drama,"Margot (Nicole Kidman) is a successful but self-absorbed writer; it is suggested that she has borderline personality disorder. She brings her 11-year-old son Claude (Zane Pais) to spend a weekend visiting her free-spirited sister Pauline (Jennifer Jason Leigh) on the eve of Pauline's wedding to Malcolm (Jack Black) at their home on Long Island. Margot disapproves of Pauline's choice of fiancé: Malcolm is an unsuccessful musician whom Margot considers ""completely unattractive"". While in town, Margot will also be interviewed in a local bookstore by Dick Koosman (Ciarán Hinds), a successful author with whom she is collaborating on a screenplay. Dick's teenage daughter Maisy (Halley Feiffer) also visits the house.
Margot and Pauline have an uneasy relationship. Margot disapproves of Pauline's life-choices - besides marrying Malcolm, Pauline is pregnant, a fact that she has not shared with Malcolm or her pre-teen daughter Ingrid. Pauline, meanwhile, resents Margot for writing and publishing thinly-disguised stories about her life. She is also incensed when Margot shares secrets told to her in confidence - including her pregnancy. Rather than confront each other, however, Pauline and Margot take out their frustrations on Malcolm and Claude, respectively.
Tensions come to a head twice. Margot's interview goes disastrously wrong when Dick's questions become personal. While Pauline interrogates him about emails he received from one of her 20-year-old students, Malcolm admits he kissed Maisy. Returning to the house, Pauline finds Maisy inside. Though Pauline says nothing, it is obvious to Maisy that Pauline knows the truth. When Dick finds out what happened, he chases and beats Malcolm.
Margot and Pauline get into a heated argument, unleashing years of resentment. But following a climactic moment, Pauline and Ingrid leave with Margot and Claude, leaving Malcolm behind.
The next day, Pauline calls Malcolm, intent on breaking up with him. When he begs for forgiveness, however, she gives in and takes him back.
Margot decides to stay with her sister, and puts Claude on a bus to Vermont so he can live with his father. As the bus pulls away with Claude, Margot has a change of heart and chases after it. Taking a seat next to a surprised Claude, Margot catches her breath."
56286,i'm not there,2007,Drama,"I'm Not There uses a nonlinear narrative, shifting between six characters in separate storylines ""inspired by the music and many lives of Bob Dylan"". Each character represents a different facet of Dylan's public persona: poet (Arthur Rimbaud), prophet (Jack Rollins/Father John), outlaw (Billy McCarty), fake (Woody Guthrie), ""rock and roll martyr"" (Jude Quinn), and ""star of electricity"" (Robbie Clark).
Production notes published by distributor The Weinstein Company explain that the film ""dramatizes the life and music of Bob Dylan as a series of shifting personae, each performed by a different actor—poet, prophet, outlaw, fake, star of electricity, rock and roll martyr, born-again Christian—seven identities braided together, seven organs pumping through one life story.""[3]
19 year-old Arthur Rimbaud is questioned by interrogators. His cryptic responses are interspersed throughout the film, including remarks on fatalism, the nature of poets, ""seven simple rules for life in hiding"", and chaos.
In 1959, an 11-year-old African American boy calling himself Woody Guthrie is freighthopping through the Midwestern United States. Carrying a guitar in a case bearing the slogan ""this machine kills fascists"", he plays blues music and sings about outdated topics such as trade unionism. One African American woman advises him to sing about the issues of his own time instead. Woody is attacked by hobos and nearly drowns, but is rescued by a white couple who take him in. They are impressed with his musical talents, but Woody runs off when they receive a telephone call from a juvenile corrections center in Minnesota telling them he is an escaped fugitive. Upon learning that the real Woody Guthrie is deathly ill, Woody travels to New Jersey to visit Guthrie in the hospital.
The career of folk musician Jack Rollins is framed as a documentary film, told by interviewees including folk singer Alice Fabian. Jack becomes a star of the Greenwich Village folk scene in the early 1960s, praised by fans for his protest songs. He signs to Columbia Records, but in 1963, just as the Vietnam War is escalating, he stops singing protest songs and turns away from folk music, believing that neither effects real social or political change. Following the assassination of John F. Kennedy, Jack gets drunk at a ceremony where he is receiving an award from a civil rights organization. Remarking in his acceptance speech that he saw something of himself in Kennedy's assassin Lee Harvey Oswald, he is booed and derided by the audience. He goes into hiding, and in 1974 enters a bible study course in Stockton, California and emerges a born again Christian, denouncing his past and becoming an ordained minister performing gospel music under the name ""Father John"".
Robbie Clark is a 22-year-old actor who plays Jack Rollins in the 1965 biographical film Grain of Sand. During filming in Greenwich Village in January 1964, he falls in love with French artist Claire, and they soon marry. Grain of Sand is a hit and Robbie becomes a star, but their relationship is strained and Claire observes Robbie flirting with other women. She is particularly offended when, during an argument in 1968 over whether the evils of the world can be changed, he opines that women can never be poets. Eventually Robbie moves out of their house, then goes to London for four months to film a thriller and has an affair with his female co-star. Richard Nixon's January 1973 announcement of the Paris Peace Accords inspires Claire to ask for a divorce. She gains custody of their two daughters, but allows Robbie to take them on a boating trip.
Jude Quinn is a popular former folk singer whose performance with a full band and electric guitars at a New England jazz and folk festival outrages his fans, who accuse him of selling out. Travelling to London, Jude is asked by journalist Keenan Jones if he still cares about people, or thinks folk music has failed to achieve its goals of sociopolitical change. Jude is attacked by a hotel employee, hangs out with The Beatles, encounters his former lover Coco Rivington, and meets poet Allen Ginsberg, who suggests that Jude ""sold out to God"". Interviewing Jude, Keenan notes that Jude's songs are being used as recruitment tools by the Black Panther Party and opines that Jude refuses to feel deeply about anything while simultaneously being very self-conscious; Jude is offended and walks out of the interview. At a concert performing ""Ballad of a Thin Man"", Jude is booed and called a ""Judas"" by the audience. Keenan reveals on television that, despite his claims of a rough-and-tumble vagabond past, Jude is actually Aaron Jacob Edelstein, the suburban, middle-class, educated son of a Brookline, Massachusetts department store owner. Faced with a long string of upcoming European tour dates, Jude spirals into drug use and is killed in a motorcycle accident.
Outlaw Billy McCarty, believed to have been killed by Pat Garrett, lives in hiding in rural Riddle, Missouri. Learning that Commissioner Garrett plans to demolish the town to build a highway, which has caused several townspeople to commit suicide, Billy confronts Garrett. Garrett recognizes Billy as the outlaw Billy the Kid and has him thrown in jail. He is broken out by his friend Homer and hops into a boxcar on a passing train, where he finds Woody's guitar. As he rides away, he remarks on the nature of freedom and identity.
The film concludes with footage of Dylan playing a harmonica solo during a live performance in 1966.[4]"
56367,juno,2007,Comedy|Drama|Romance,"Sixteen-year-old Minnesota high-schooler Juno MacGuff discovers she is pregnant by her friend and longtime admirer, Paulie Bleeker. She initially considers an abortion. Going to a local clinic run by a women's group, she encounters a schoolmate outside who is holding a one-person protest for pro-life vigil. Once inside, however, a variety of factors lead Juno to leave. She decides against abortion, and she decides to give the baby up for adoption. With the help of her friend Leah, Juno searches the ads in the Pennysaver and finds a couple she feels will provide a suitable home. She tells her father, Mac, and stepmother, Bren, who offer their support. With Mac, Juno meets the couple, Mark and Vanessa Loring, in their expensive home and agrees to a closed adoption.
Juno visits Mark a few times, with whom she shares tastes in punk rock and horror films. Mark, who has set aside his rock band youth (now confined to memorabilia displayed in the one room of the house that Vanessa has designated for Mark's personal belongings), works at home composing commercial jingles. Juno and Leah happen to see Vanessa in a shopping mall being completely at ease with a child, and Juno encourages Vanessa to talk to her baby in the womb, where it kicks for her.
As the pregnancy progresses, Juno struggles with the emotions she feels for the baby's father, Paulie, who is clearly in love with Juno. Juno maintains an outwardly indifferent attitude toward Paulie, but when she learns he has asked another girl to the upcoming prom, she angrily confronts him. Paulie reminds Juno that it is at her request they remain distant and tells her that she broke his heart.
Not long before her baby is due, Juno is again visiting Mark when their interaction becomes emotional. Mark then tells her he will be leaving Vanessa to figure his life out. Juno is horrified by this revelation, with Mark asking Juno ""How do you think of me?"", revealing Mark is starting to develop feelings for Juno. Vanessa arrives home, and Mark tells her he does not feel ready to be a father and there are still things he wants to do first. Juno watches the Loring marriage fall apart, then drives away and breaks down in tears by the side of the road. Returning to the Lorings' home, she leaves a note and disappears as they answer the door.
After a heartfelt discussion with her father, Juno accepts that she loves Paulie. Juno then tells Paulie she loves him, and Paulie's actions make it clear her feelings are very much reciprocated. Not long after, Juno goes into labor and is rushed to the hospital, where she gives birth to a baby boy. She had deliberately not told Paulie because of his track meet. Seeing her missing from the stands, Paulie rushes to the hospital, finds Juno has given birth to their son, and comforts Juno as she cries.
Vanessa comes to the hospital where she joyfully claims the newborn boy as a single adoptive mother. On the wall in the baby's new nursery, Vanessa has framed Juno's note, which reads: "" Vanessa: If you're still in, I'm still in. — Juno. "" The film ends in the summertime with Juno and Paulie playing guitar and singing together, followed by a kiss."
56715,wristcutters: a love story,2006,Drama|Fantasy|Romance,"After Zia commits suicide, he finds himself in an afterlife limbo much the same as life, just slightly worse. Here the color is dim, there are no stars, and no one can smile. This strange realm is populated by people who have committed suicide, such as Eugene, a Russian musician who lives with his mother, father, and brother – all suicide victims. Together they waste most of their afterlives in bars, until Zia learns from a friend, Brian, that his ex-girlfriend, Desiree, has also committed suicide. He and Eugene take to the road to find her, in Eugene's rundown car. Early on, it is revealed that Eugene's car has two idiosyncrasies: a sort of black hole underneath the passenger seat where items that are dropped disappear forever and broken headlights that cannot be fixed by even the most adept of mechanics. On their trip, they pick up hitchhiker Mikal, who insists there has been a mistake, and is seeking the ""people in charge"" (a.k.a. the PIC) in order to be sent back.
After a few adventures across the country, as the trio journey along a desolate highway, Mikal pushes a button, miraculously activating the broken headlights on Eugene's car. Shortly thereafter, they come upon a man lying in the middle of the dark highway, forcing them to veer off the road in order to avoid hitting him and wrecking the car in the process.
They discover the man, Kneller, an eccentric commune leader, had fallen asleep while looking for his dog. Kneller invites them back to his camp, where they quickly discover that minor ""miracles"" occur, as long as the campers remain apathetic about the result. The group stays with the camp longer than intended, and Zia begins to obsess over the miracles and his inability to perform them. When contrasting this to Mikal's obsession with the people in charge, she reveals that her death was an accidental overdose. Eugene meets a young woman, Nanuk, whom he romances. Just as Mikal and Zia discuss their plans to leave Kneller's camp, another camper, Yan, emerges from the woods with news that Kneller's dog has been abducted by a cult leader called ""Messiah King"". Kneller, Zia, Mikal, and Yan set off in search of King and Kneller's dog.
The group soon find themselves lost and decide to bed down for the night. Unable to sleep, Mikal and Zia discover a nearby ocean shore, where they kiss and spend the night together. In the morning, Kneller discovers them lying among a mass of (presumably used) condoms and needles. The group eventually reach King's camp, where they discover that King is readying himself for a ""real"" miracle – to separate his soul from his body. As Kneller confronts King, Zia discovers that his Desiree is a devout cult follower, having committed suicide for the purpose of following King into the afterlife.
As King is about to perform public, ritual suicide, Kneller reveals himself to be an undercover agent for the people in charge. King and Desiree are taken away, while Mikal leaves with them, promising Zia that she'll return. As Zia waits, Eugene and Nanuk arrive, explaining that Mikal has been returned to life and Kneller's camp has been shut down. They depart together on a train, giving Eugene's car to Zia. After finally performing a miracle - creating a star in the sky next to one that Mikal had created earlier - Zia enters the black hole under the car seat.
In a large warehouse filled with halls of boxes, Kneller is seen picking up Zia's file from a box, placing it into his inside breast pocket, and commenting on how fortunate it is to know people in high places. Zia wakes up in a hospital bed. He turns his head, noting his parents outside talking to doctors. When he looks at the person in the bed next to his, he sees Mikal. Both look at each other and smile."
56757,sweeney todd: the demon barber of fleet street,2007,Drama|Horror|Musical|Thriller,"In 1846, Benjamin Barker, a barber, arrives in London, accompanied by sailor Anthony Hope. Fifteen years earlier, he was falsely convicted and exiled by the corrupt Judge Turpin, who lusted after Barker's wife Lucy. Barker adopts the alias ""Sweeney Todd"" and returns to his old Fleet Street shop, situated above Mrs. Nellie Lovett's meat pie shop, where she sells the ""worst pies in London"". Lovett tells him that Turpin raped Lucy, who then poisoned herself with arsenic. The couple's daughter, Johanna, is now Turpin's ward. Todd vows revenge, and re-opens his barber shop after Mrs. Lovett, who loves him unrequitedly, presents him with his old straight razors. Anthony becomes enamored with Johanna, but is caught by Turpin and driven away by his henchman, Beadle Bamford.
Todd denounces faux-Italian barber Adolfo Pirelli's hair tonic as a fraud and humiliates him in a public shaving contest judged by Bamford. A few days later, Pirelli arrives at Todd's shop, with his boy assistant Tobias Ragg. Pirelli identifies himself as Todd's former assistant, Davy Collins, and threatens to reveal Todd's secret unless Todd gives him half his earnings. Todd kills Collins, and hides his body in a trunk.
After receiving advice from Bamford, Turpin visits Todd for grooming, intent on marrying Johanna. Todd shaves Turpin, preparing to slit his throat; they are interrupted by Anthony, who reveals his plan to elope with Johanna before noticing Turpin. An angered Turpin renounces Todd's service and leaves. Todd swears revenge on the entire world, vowing to kill as many people as he can while he waits for another chance to kill Turpin. Mrs. Lovett gets the idea to bake Todd's victims into pies. Anthony searches for Johanna, whom Turpin has sent to an insane asylum upon discovering her plans to elope with Anthony.
The barbering and pie-making businesses prosper, and Mrs. Lovett takes Toby as her assistant. She tells an uninterested Todd of her plans to marry him and move to the seaside. Anthony discovers Johanna's whereabouts and, following Todd's suggestion, poses as a wigmaker's apprentice to rescue her. Todd has Toby deliver a letter to Turpin, telling him where Johanna will be brought when Anthony frees her. Toby has become wary of Todd and tells Mrs. Lovett of his suspicions, vowing to protect her.
Bamford arrives at the pie shop, informing Mrs. Lovett that neighbors have been complaining of the stink from her chimney. Todd distracts him with an offer of a free grooming and murders him. Mrs. Lovett informs Todd of Toby's suspicions, and the pair search for the boy, who hid in the sewers after finding human remains in Mrs Lovett's bakehouse. Meanwhile, Anthony brings Johanna, disguised as a sailor, to the shop, and has her wait there while he leaves to find a coach.
A beggar woman enters the shop in search of Bamford, and Johanna hides in the trunk. The woman recognizes Todd, but upon hearing Turpin coming, Todd kills her and sends her through the trapdoor in the floor. As Turpin enters, Todd explains that Johanna had repented and is coming to him, then offers a free shave in the meantime. When Turpin finally recognizes Todd as Benjamin Barker, Todd stabs him several times, cuts his throat and sends his body down a trap door to the bakehouse, killing him. Johanna comes out of her hiding place, still in disguise, and Todd prepares to kill her as well, not recognizing her as his daughter. However, hearing Mrs. Lovett scream in horror in the basement after discovering Turpin's body, Todd lets Johanna go.
Todd discovers that the beggar woman was his wife Lucy, whom he believed to be dead, and that Mrs. Lovett deliberately misled him so she could have him to herself. Todd pretends to forgive her and dances with her before hurling her into the bakehouse oven, then cradles Lucy's dead body in his arms. Toby appears, enraged at Mrs. Lovett's death, and Todd allows Toby to slit his throat with his own razor. Toby leaves as Todd bleeds to death over his dead wife."
